Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,date
2026-07-21 00:00:00-04:00,82.16999816894531,82.16999816894531,81.91000366210938,82.05000305175781,797,0.0,0.0,2026-07-21
2026-07-21 00:15:00-04:00,82.05999755859375,82.19999694824219,82.04000091552734,82.13999938964844,315,0.0,0.0,2026-07-21
2026-07-21 00:30:00-04:00,82.1500015258789,82.23999786376953,82.0999984741211,82.13999938964844,202,0.0,0.0,2026-07-21
2026-07-21 00:45:00-04:00,82.1500015258789,82.1500015258789,82.06999969482422,82.13999938964844,202,0.0,0.0,2026-07-21
2026-07-21 01:00:00-04:00,82.13999938964844,82.41999816894531,82.0999984741211,82.2699966430664,547,0.0,0.0,2026-07-21
2026-07-21 01:15:00-04:00,82.29000091552734,82.33999633789062,82.25,82.33000183105469,207,0.0,0.0,2026-07-21
2026-07-21 01:30:00-04:00,82.33000183105469,82.33000183105469,81.98999786376953,82.06999969482422,694,0.0,0.0,2026-07-21
2026-07-21 01:45:00-04:00,82.08999633789062,82.16000366210938,81.81999969482422,82.05000305175781,887,0.0,0.0,2026-07-21
2026-07-21 02:00:00-04:00,82.05999755859375,82.23999786376953,82.02999877929688,82.1500015258789,729,0.0,0.0,2026-07-21
2026-07-21 02:15:00-04:00,82.16000366210938,82.16000366210938,81.93000030517578,81.94000244140625,933,0.0,0.0,2026-07-21
2026-07-21 02:30:00-04:00,81.93000030517578,82.11000061035156,81.91000366210938,82.05000305175781,1075,0.0,0.0,2026-07-21
2026-07-21 02:45:00-04:00,82.05999755859375,82.31999969482422,82.01000213623047,82.31999969482422,1010,0.0,0.0,2026-07-21
2026-07-21 03:00:00-04:00,82.30999755859375,82.66000366210938,82.25,82.62000274658203,1890,0.0,0.0,2026-07-21
2026-07-21 03:15:00-04:00,82.62000274658203,82.87999725341797,82.62000274658203,82.87999725341797,1883,0.0,0.0,2026-07-21
2026-07-21 03:30:00-04:00,82.88999938964844,83.05000305175781,82.0999984741211,82.23999786376953,2706,0.0,0.0,2026-07-21
2026-07-21 03:45:00-04:00,82.2300033569336,82.29000091552734,81.88999938964844,81.91999816894531,2045,0.0,0.0,2026-07-21
2026-07-21 04:00:00-04:00,81.91999816894531,82.0,81.44000244140625,81.52999877929688,3102,0.0,0.0,2026-07-21
2026-07-21 04:15:00-04:00,81.52999877929688,82.05999755859375,81.38999938964844,81.97000122070312,3378,0.0,0.0,2026-07-21
2026-07-21 04:30:00-04:00,81.95999908447266,82.19000244140625,81.88999938964844,81.95999908447266,2012,0.0,0.0,2026-07-21
2026-07-21 04:45:00-04:00,81.97000122070312,82.44999694824219,81.94999694824219,82.23999786376953,1673,0.0,0.0,2026-07-21
2026-07-21 05:00:00-04:00,82.25,82.30999755859375,81.94999694824219,82.12000274658203,1345,0.0,0.0,2026-07-21
2026-07-21 05:15:00-04:00,82.12999725341797,82.94000244140625,82.06999969482422,82.91999816894531,2764,0.0,0.0,2026-07-21
2026-07-21 05:30:00-04:00,82.93000030517578,83.05000305175781,82.62000274658203,82.98999786376953,3131,0.0,0.0,2026-07-21
2026-07-21 05:45:00-04:00,82.98999786376953,83.37999725341797,82.81999969482422,83.26000213623047,3341,0.0,0.0,2026-07-21
2026-07-21 06:00:00-04:00,83.26000213623047,83.26000213623047,82.29000091552734,82.69000244140625,5442,0.0,0.0,2026-07-21
2026-07-21 06:15:00-04:00,82.69999694824219,83.05999755859375,82.69000244140625,82.87000274658203,2042,0.0,0.0,2026-07-21
2026-07-21 06:30:00-04:00,82.88999938964844,82.97000122070312,82.66000366210938,82.87000274658203,1787,0.0,0.0,2026-07-21
2026-07-21 06:45:00-04:00,82.87999725341797,83.37000274658203,82.87999725341797,83.2699966430664,4672,0.0,0.0,2026-07-21
2026-07-21 07:00:00-04:00,83.26000213623047,83.58000183105469,83.19999694824219,83.4800033569336,2920,0.0,0.0,2026-07-21
2026-07-21 07:15:00-04:00,83.4800033569336,83.7300033569336,83.44000244140625,83.63999938964844,3575,0.0,0.0,2026-07-21
2026-07-21 07:30:00-04:00,83.63999938964844,83.93000030517578,83.45999908447266,83.72000122070312,4367,0.0,0.0,2026-07-21
2026-07-21 07:45:00-04:00,83.7300033569336,84.0,83.69999694824219,83.83999633789062,3274,0.0,0.0,2026-07-21
2026-07-21 08:00:00-04:00,83.8499984741211,83.87000274658203,83.33000183105469,83.58999633789062,4783,0.0,0.0,2026-07-21
2026-07-21 08:15:00-04:00,83.55999755859375,84.1500015258789,83.55000305175781,84.12000274658203,6266,0.0,0.0,2026-07-21
