Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,date
2026-09-16 00:00:00-04:00,29331.75,29336.0,29328.5,29332.0,977,0.0,0.0,2026-09-16
2026-09-16 00:15:00-04:00,29331.75,29340.5,29319.0,29323.25,849,0.0,0.0,2026-09-16
2026-09-16 00:30:00-04:00,29321.25,29322.75,29298.75,29304.25,907,0.0,0.0,2026-09-16
2026-09-16 00:45:00-04:00,29305.25,29320.0,29303.5,29303.75,769,0.0,0.0,2026-09-16
2026-09-16 01:00:00-04:00,29303.25,29317.0,29285.5,29312.25,1414,0.0,0.0,2026-09-16
2026-09-16 01:15:00-04:00,29312.75,29325.75,29309.25,29322.5,1049,0.0,0.0,2026-09-16
2026-09-16 01:30:00-04:00,29321.0,29345.75,29314.75,29343.25,1632,0.0,0.0,2026-09-16
2026-09-16 01:45:00-04:00,29343.5,29348.25,29320.5,29334.25,1526,0.0,0.0,2026-09-16
2026-09-16 02:00:00-04:00,29334.0,29372.5,29328.75,29361.0,2964,0.0,0.0,2026-09-16
2026-09-16 02:15:00-04:00,29360.75,29365.25,29328.75,29341.25,1650,0.0,0.0,2026-09-16
2026-09-16 02:30:00-04:00,29341.5,29349.0,29330.75,29344.5,1299,0.0,0.0,2026-09-16
2026-09-16 02:45:00-04:00,29344.5,29369.0,29332.75,29365.75,1251,0.0,0.0,2026-09-16
2026-09-16 03:00:00-04:00,29365.5,29395.5,29359.0,29384.75,2925,0.0,0.0,2026-09-16
2026-09-16 03:15:00-04:00,29384.5,29392.25,29367.25,29386.75,1750,0.0,0.0,2026-09-16
2026-09-16 03:30:00-04:00,29386.75,29398.0,29366.75,29370.25,1251,0.0,0.0,2026-09-16
2026-09-16 03:45:00-04:00,29371.75,29376.75,29359.5,29369.25,1231,0.0,0.0,2026-09-16
2026-09-16 04:00:00-04:00,29369.0,29376.5,29327.5,29346.25,2537,0.0,0.0,2026-09-16
2026-09-16 04:15:00-04:00,29345.25,29374.5,29331.25,29348.25,3298,0.0,0.0,2026-09-16
2026-09-16 04:30:00-04:00,29347.75,29365.0,29326.0,29347.5,1962,0.0,0.0,2026-09-16
2026-09-16 04:45:00-04:00,29347.75,29375.0,29340.75,29372.5,1101,0.0,0.0,2026-09-16
2026-09-16 05:00:00-04:00,29372.5,29382.5,29355.5,29356.5,1570,0.0,0.0,2026-09-16
2026-09-16 05:15:00-04:00,29357.25,29372.0,29336.75,29356.5,1709,0.0,0.0,2026-09-16
2026-09-16 05:30:00-04:00,29356.5,29389.75,29352.25,29382.75,1304,0.0,0.0,2026-09-16
2026-09-16 05:45:00-04:00,29382.0,29392.0,29367.0,29380.5,924,0.0,0.0,2026-09-16
2026-09-16 06:00:00-04:00,29380.25,29386.75,29356.0,29369.5,1998,0.0,0.0,2026-09-16
2026-09-16 06:15:00-04:00,29369.75,29377.0,29362.25,29374.75,944,0.0,0.0,2026-09-16
2026-09-16 06:30:00-04:00,29373.5,29384.25,29369.5,29382.75,1075,0.0,0.0,2026-09-16
2026-09-16 06:45:00-04:00,29381.75,29400.5,29368.5,29397.5,1193,0.0,0.0,2026-09-16
2026-09-16 07:00:00-04:00,29398.0,29419.25,29372.5,29372.5,4165,0.0,0.0,2026-09-16
2026-09-16 07:15:00-04:00,29373.0,29388.5,29363.5,29380.25,1971,0.0,0.0,2026-09-16
2026-09-16 07:30:00-04:00,29380.25,29417.75,29378.25,29409.25,2937,0.0,0.0,2026-09-16
2026-09-16 07:45:00-04:00,29410.0,29417.0,29403.0,29417.0,1820,0.0,0.0,2026-09-16
2026-09-16 08:00:00-04:00,29415.5,29439.0,29412.0,29423.25,3589,0.0,0.0,2026-09-16
2026-09-16 08:15:00-04:00,29422.75,29436.5,29420.5,29433.5,3693,0.0,0.0,2026-09-16
2026-09-16 08:30:00-04:00,29432.5,29432.75,29368.0,29369.0,4961,0.0,0.0,2026-09-16
2026-09-16 08:45:00-04:00,29368.0,29406.0,29364.0,29403.0,4295,0.0,0.0,2026-09-16
2026-09-16 09:00:00-04:00,29401.25,29412.5,29363.75,29403.0,5128,0.0,0.0,2026-09-16
2026-09-16 09:15:00-04:00,29403.0,29415.5,29384.75,29386.25,7548,0.0,0.0,2026-09-16
2026-09-16 09:30:00-04:00,29386.75,29421.75,29373.25,29404.5,30880,0.0,0.0,2026-09-16
2026-09-16 09:45:00-04:00,29404.5,29481.5,29401.5,29478.75,22958,0.0,0.0,2026-09-16
2026-09-16 10:00:00-04:00,29479.25,29484.25,29418.0,29450.0,20276,0.0,0.0,2026-09-16
2026-09-16 10:15:00-04:00,29449.75,29477.0,29444.5,29452.25,13954,0.0,0.0,2026-09-16
2026-09-16 10:30:00-04:00,29452.0,29466.75,29425.75,29466.75,13478,0.0,0.0,2026-09-16
2026-09-16 10:45:00-04:00,29466.5,29501.0,29450.25,29499.0,12324,0.0,0.0,2026-09-16
2026-09-16 11:00:00-04:00,29499.25,29535.75,29485.0,29524.0,19638,0.0,0.0,2026-09-16
2026-09-16 11:15:00-04:00,29523.75,29526.0,29494.75,29506.25,10328,0.0,0.0,2026-09-16
2026-09-16 11:30:00-04:00,29506.5,29510.5,29482.25,29496.0,11489,0.0,0.0,2026-09-16
2026-09-16 11:45:00-04:00,29496.0,29549.75,29489.0,29499.25,15357,0.0,0.0,2026-09-16
2026-09-16 12:00:00-04:00,29499.5,29502.5,29470.5,29484.5,8249,0.0,0.0,2026-09-16
2026-09-16 12:15:00-04:00,29484.5,29495.75,29467.5,29485.0,7437,0.0,0.0,2026-09-16
2026-09-16 12:30:00-04:00,29484.75,29487.75,29464.25,29470.0,4565,0.0,0.0,2026-09-16
2026-09-16 12:45:00-04:00,29470.25,29492.25,29466.25,29468.5,5912,0.0,0.0,2026-09-16
2026-09-16 13:00:00-04:00,29468.5,29469.5,29439.75,29460.5,6297,0.0,0.0,2026-09-16
2026-09-16 13:15:00-04:00,29460.0,29465.0,29443.75,29456.0,4310,0.0,0.0,2026-09-16
2026-09-16 13:30:00-04:00,29457.0,29463.0,29419.25,29423.0,5651,0.0,0.0,2026-09-16
2026-09-16 13:45:00-04:00,29422.75,29478.5,29422.75,29475.0,7327,0.0,0.0,2026-09-16
2026-09-16 14:00:00-04:00,29478.75,29539.0,29412.25,29465.5,27959,0.0,0.0,2026-09-16
2026-09-16 14:15:00-04:00,29464.75,29482.75,29406.5,29454.75,13956,0.0,0.0,2026-09-16
