Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,date
2026-07-23 00:00:00-04:00,52388.0,52388.0,52350.0,52386.0,203,0.0,0.0,2026-07-23
2026-07-23 00:15:00-04:00,52388.0,52414.0,52383.0,52408.0,112,0.0,0.0,2026-07-23
2026-07-23 00:30:00-04:00,52402.0,52406.0,52389.0,52393.0,60,0.0,0.0,2026-07-23
2026-07-23 00:45:00-04:00,52390.0,52399.0,52369.0,52377.0,72,0.0,0.0,2026-07-23
2026-07-23 01:00:00-04:00,52381.0,52381.0,52362.0,52379.0,47,0.0,0.0,2026-07-23
2026-07-23 01:15:00-04:00,52378.0,52400.0,52363.0,52400.0,87,0.0,0.0,2026-07-23
2026-07-23 01:30:00-04:00,52401.0,52416.0,52375.0,52380.0,101,0.0,0.0,2026-07-23
2026-07-23 01:45:00-04:00,52380.0,52380.0,52337.0,52337.0,162,0.0,0.0,2026-07-23
2026-07-23 02:00:00-04:00,52339.0,52361.0,52336.0,52358.0,202,0.0,0.0,2026-07-23
2026-07-23 02:15:00-04:00,52356.0,52370.0,52346.0,52358.0,152,0.0,0.0,2026-07-23
2026-07-23 02:30:00-04:00,52359.0,52360.0,52311.0,52313.0,223,0.0,0.0,2026-07-23
2026-07-23 02:45:00-04:00,52314.0,52337.0,52297.0,52301.0,216,0.0,0.0,2026-07-23
2026-07-23 03:00:00-04:00,52301.0,52301.0,52131.0,52190.0,1347,0.0,0.0,2026-07-23
2026-07-23 03:15:00-04:00,52191.0,52248.0,52190.0,52210.0,574,0.0,0.0,2026-07-23
2026-07-23 03:30:00-04:00,52212.0,52213.0,52145.0,52165.0,448,0.0,0.0,2026-07-23
2026-07-23 03:45:00-04:00,52152.0,52207.0,52140.0,52200.0,465,0.0,0.0,2026-07-23
2026-07-23 04:00:00-04:00,52201.0,52268.0,52174.0,52244.0,491,0.0,0.0,2026-07-23
2026-07-23 04:15:00-04:00,52244.0,52273.0,52230.0,52266.0,288,0.0,0.0,2026-07-23
2026-07-23 04:30:00-04:00,52261.0,52262.0,52222.0,52222.0,264,0.0,0.0,2026-07-23
2026-07-23 04:45:00-04:00,52222.0,52295.0,52220.0,52294.0,350,0.0,0.0,2026-07-23
2026-07-23 05:00:00-04:00,52292.0,52332.0,52258.0,52258.0,712,0.0,0.0,2026-07-23
2026-07-23 05:15:00-04:00,52254.0,52267.0,52215.0,52223.0,217,0.0,0.0,2026-07-23
2026-07-23 05:30:00-04:00,52223.0,52249.0,52213.0,52245.0,201,0.0,0.0,2026-07-23
2026-07-23 05:45:00-04:00,52241.0,52256.0,52213.0,52226.0,320,0.0,0.0,2026-07-23
2026-07-23 06:00:00-04:00,52228.0,52256.0,52202.0,52209.0,483,0.0,0.0,2026-07-23
2026-07-23 06:15:00-04:00,52209.0,52245.0,52206.0,52234.0,179,0.0,0.0,2026-07-23
2026-07-23 06:30:00-04:00,52229.0,52307.0,52229.0,52291.0,602,0.0,0.0,2026-07-23
2026-07-23 06:45:00-04:00,52292.0,52320.0,52291.0,52296.0,210,0.0,0.0,2026-07-23
2026-07-23 07:00:00-04:00,52298.0,52314.0,52242.0,52259.0,643,0.0,0.0,2026-07-23
2026-07-23 07:15:00-04:00,52262.0,52272.0,52190.0,52201.0,503,0.0,0.0,2026-07-23
2026-07-23 07:30:00-04:00,52200.0,52212.0,52096.0,52112.0,1115,0.0,0.0,2026-07-23
2026-07-23 07:45:00-04:00,52114.0,52191.0,52098.0,52151.0,860,0.0,0.0,2026-07-23
2026-07-23 08:00:00-04:00,52149.0,52149.0,52065.0,52073.0,826,0.0,0.0,2026-07-23
2026-07-23 08:15:00-04:00,52074.0,52110.0,51972.0,51981.0,1519,0.0,0.0,2026-07-23
2026-07-23 08:30:00-04:00,51980.0,51997.0,51900.0,51937.0,1596,0.0,0.0,2026-07-23
2026-07-23 08:45:00-04:00,51938.0,51955.0,51876.0,51893.0,1312,0.0,0.0,2026-07-23
2026-07-23 09:00:00-04:00,51893.0,51897.0,51795.0,51815.0,1601,0.0,0.0,2026-07-23
