Datetime,Open,High,Low,Close,Volume
2024-11-19 00:00:00-05:00,5930.5,5931.0,5928.75,5929.5,1459
2024-11-19 00:15:00-05:00,5929.5,5930.25,5927.25,5927.5,1388
2024-11-19 00:30:00-05:00,5927.5,5928.25,5927.25,5927.5,627
2024-11-19 00:45:00-05:00,5927.25,5928.25,5926.5,5928.25,1035
2024-11-19 01:00:00-05:00,5928.25,5928.25,5926.5,5926.75,1073
2024-11-19 01:15:00-05:00,5926.75,5929.5,5926.5,5927.75,1271
2024-11-19 01:30:00-05:00,5927.75,5928.5,5926.75,5927.75,971
2024-11-19 01:45:00-05:00,5927.75,5929.0,5926.75,5927.5,753
2024-11-19 02:00:00-05:00,5927.5,5927.5,5922.75,5923.25,1589
2024-11-19 02:15:00-05:00,5923.5,5927.0,5923.25,5926.25,1180
2024-11-19 02:30:00-05:00,5926.25,5929.75,5926.25,5928.75,1858
2024-11-19 02:45:00-05:00,5929.0,5929.25,5926.25,5927.25,1895
2024-11-19 03:00:00-05:00,5927.0,5931.5,5923.5,5925.5,4656
2024-11-19 03:15:00-05:00,5925.5,5929.5,5925.5,5927.75,4625
2024-11-19 03:30:00-05:00,5928.0,5928.5,5904.5,5907.0,13071
2024-11-19 03:45:00-05:00,5906.75,5918.0,5906.75,5915.75,9096
2024-11-19 04:00:00-05:00,5915.75,5920.0,5915.5,5917.5,5049
2024-11-19 04:15:00-05:00,5917.0,5918.0,5885.75,5889.75,25660
2024-11-19 04:30:00-05:00,5889.5,5896.0,5882.0,5884.5,17833
2024-11-19 04:45:00-05:00,5884.75,5895.25,5883.25,5890.25,13712
2024-11-19 05:00:00-05:00,5890.0,5896.0,5887.75,5890.25,7640
2024-11-19 05:15:00-05:00,5890.75,5899.75,5890.25,5892.5,7954
2024-11-19 05:30:00-05:00,5892.25,5897.75,5890.5,5897.5,4265
2024-11-19 05:45:00-05:00,5897.25,5900.5,5894.5,5897.25,3901
2024-11-19 06:00:00-05:00,5897.0,5899.75,5895.25,5899.25,3320
2024-11-19 06:15:00-05:00,5899.0,5899.5,5892.25,5892.75,3037
2024-11-19 06:30:00-05:00,5892.5,5897.5,5889.5,5897.25,3619
2024-11-19 06:45:00-05:00,5897.0,5898.25,5893.25,5896.5,4692
2024-11-19 07:00:00-05:00,5896.75,5908.25,5895.5,5906.0,11708
2024-11-19 07:15:00-05:00,5906.25,5906.75,5900.5,5906.25,5192
2024-11-19 07:30:00-05:00,5906.25,5906.75,5900.75,5904.5,4545
2024-11-19 07:45:00-05:00,5904.5,5907.25,5902.0,5906.75,3937
2024-11-19 08:00:00-05:00,5906.75,5907.25,5903.75,5904.5,4932
2024-11-19 08:15:00-05:00,5904.5,5904.5,5896.75,5897.75,8130
2024-11-19 08:30:00-05:00,5897.75,5898.25,5881.5,5883.0,19313
2024-11-19 08:45:00-05:00,5883.0,5887.25,5861.0,5862.0,46912
2024-11-19 09:00:00-05:00,5862.0,5880.0,5855.0,5879.0,59442
2024-11-19 09:15:00-05:00,5878.75,5884.5,5875.25,5883.5,27066
2024-11-19 09:30:00-05:00,5883.75,5894.5,5882.25,5893.0,88023
2024-11-19 09:45:00-05:00,5893.25,5894.25,5876.25,5888.75,76029
2024-11-19 10:00:00-05:00,5888.5,5893.75,5882.25,5889.25,64199
2024-11-19 10:15:00-05:00,5889.0,5901.0,5883.25,5900.5,57512
2024-11-19 10:30:00-05:00,5900.5,5912.5,5897.0,5911.5,74217
2024-11-19 10:45:00-05:00,5911.5,5917.5,5909.25,5913.5,48113
2024-11-19 11:00:00-05:00,5913.5,5919.75,5912.5,5916.75,36102
2024-11-19 11:15:00-05:00,5917.0,5926.5,5916.75,5925.5,39346
2024-11-19 11:30:00-05:00,5925.5,5929.0,5923.0,5926.75,35844
2024-11-19 11:45:00-05:00,5926.75,5928.0,5921.25,5925.0,33880
2024-11-19 12:00:00-05:00,5925.0,5925.5,5921.25,5924.25,23705
2024-11-19 12:15:00-05:00,5924.25,5927.5,5917.0,5926.5,38400
2024-11-19 12:30:00-05:00,5926.25,5932.25,5925.25,5928.0,29095
2024-11-19 12:45:00-05:00,5928.0,5930.0,5924.75,5928.75,21332
2024-11-19 13:00:00-05:00,5928.75,5933.0,5924.5,5932.5,27875
2024-11-19 13:15:00-05:00,5932.75,5933.25,5929.0,5932.25,18325
2024-11-19 13:30:00-05:00,5932.25,5938.5,5930.5,5938.25,31278
2024-11-19 13:45:00-05:00,5938.25,5947.5,5938.0,5945.75,38545
2024-11-19 14:00:00-05:00,5945.75,5946.5,5942.0,5944.75,22539
2024-11-19 14:15:00-05:00,5945.0,5946.25,5937.25,5937.75,31841
2024-11-19 14:30:00-05:00,5937.75,5940.0,5927.0,5930.75,53132
2024-11-19 14:45:00-05:00,5930.75,5935.5,5927.25,5932.25,30848
2024-11-19 15:00:00-05:00,5932.25,5934.0,5929.75,5933.25,23700
2024-11-19 15:15:00-05:00,5933.25,5935.5,5931.75,5934.5,19928
2024-11-19 15:30:00-05:00,5934.5,5937.0,5932.75,5935.5,24905
2024-11-19 15:45:00-05:00,5935.5,5942.25,5933.75,5939.0,121287
2024-11-19 16:00:00-05:00,5939.0,5944.5,5938.25,5943.0,37913
2024-11-19 16:15:00-05:00,5942.75,5943.0,5939.5,5940.5,4295
2024-11-19 16:30:00-05:00,5940.5,5941.0,5939.0,5939.75,3390
2024-11-19 16:45:00-05:00,5939.75,5940.0,5937.0,5937.5,2822
2024-11-19 18:00:00-05:00,5937.75,5943.5,5937.0,5942.5,3404
2024-11-19 18:15:00-05:00,5942.25,5944.75,5941.75,5943.0,1298
2024-11-19 18:30:00-05:00,5943.0,5945.75,5941.5,5945.0,1627
2024-11-19 18:45:00-05:00,5944.75,5945.5,5943.75,5945.0,888
2024-11-19 19:00:00-05:00,5945.25,5949.0,5944.5,5947.75,2996
2024-11-19 19:15:00-05:00,5947.75,5954.0,5947.75,5951.0,3601
2024-11-19 19:30:00-05:00,5951.0,5953.0,5950.5,5952.75,1539
2024-11-19 19:45:00-05:00,5953.0,5953.75,5949.5,5950.0,1771
2024-11-19 20:00:00-05:00,5949.75,5952.0,5947.75,5948.75,2144
2024-11-19 20:15:00-05:00,5949.0,5949.75,5948.25,5949.0,881
2024-11-19 20:30:00-05:00,5948.75,5950.5,5947.0,5948.25,3094
2024-11-19 20:45:00-05:00,5948.25,5948.75,5943.25,5945.75,2260
2024-11-19 21:00:00-05:00,5945.75,5947.25,5944.75,5946.5,1436
2024-11-19 21:15:00-05:00,5946.5,5948.5,5945.0,5947.5,1223
2024-11-19 21:30:00-05:00,5947.25,5949.25,5946.25,5949.25,1098
2024-11-19 21:45:00-05:00,5949.25,5951.0,5949.25,5950.0,1125
2024-11-19 22:00:00-05:00,5949.75,5950.25,5947.0,5947.25,1176
2024-11-19 22:15:00-05:00,5947.0,5948.25,5945.75,5946.5,1758
2024-11-19 22:30:00-05:00,5946.5,5946.75,5945.0,5946.5,1580
2024-11-19 22:45:00-05:00,5946.5,5946.75,5941.75,5944.5,2112
2024-11-19 23:00:00-05:00,5944.25,5948.25,5944.25,5947.0,1539
2024-11-19 23:15:00-05:00,5946.75,5947.5,5946.25,5947.5,877
2024-11-19 23:30:00-05:00,5947.25,5948.5,5946.5,5947.0,1334
2024-11-19 23:45:00-05:00,5946.75,5948.25,5946.5,5947.75,728
