Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-09-02 06:30:00-04:00,2918.10009765625,2918.199951171875,2916.5,2916.800048828125,288,0.0,0.0
2026-09-02 06:45:00-04:00,2916.800048828125,2918.199951171875,2915.800048828125,2918.10009765625,617,0.0,0.0
2026-09-02 07:00:00-04:00,2918.0,2925.199951171875,2914.5,2923.699951171875,2039,0.0,0.0
2026-09-02 07:15:00-04:00,2923.89990234375,2925.5,2921.199951171875,2924.10009765625,1405,0.0,0.0
2026-09-02 07:30:00-04:00,2924.0,2928.199951171875,2924.0,2925.699951171875,1672,0.0,0.0
2026-09-02 07:45:00-04:00,2925.39990234375,2929.60009765625,2924.699951171875,2929.60009765625,1235,0.0,0.0
2026-09-02 08:00:00-04:00,2929.60009765625,2931.89990234375,2927.699951171875,2931.39990234375,1809,0.0,0.0
2026-09-02 08:15:00-04:00,2931.199951171875,2935.39990234375,2928.5,2930.199951171875,2511,0.0,0.0
2026-09-02 08:30:00-04:00,2930.10009765625,2931.10009765625,2927.5,2927.89990234375,1287,0.0,0.0
2026-09-02 08:45:00-04:00,2927.89990234375,2928.10009765625,2925.0,2925.300048828125,892,0.0,0.0
2026-09-02 09:00:00-04:00,2925.39990234375,2928.39990234375,2925.39990234375,2927.39990234375,1071,0.0,0.0
2026-09-02 09:15:00-04:00,2927.300048828125,2936.10009765625,2927.0,2934.39990234375,3546,0.0,0.0
2026-09-02 09:30:00-04:00,2934.300048828125,2946.199951171875,2930.89990234375,2946.199951171875,19067,0.0,0.0
2026-09-02 09:45:00-04:00,2946.199951171875,2946.199951171875,2941.0,2942.699951171875,8453,0.0,0.0
2026-09-02 10:00:00-04:00,2942.60009765625,2952.300048828125,2941.5,2951.0,8880,0.0,0.0
2026-09-02 10:15:00-04:00,2951.0,2956.699951171875,2951.0,2952.89990234375,7821,0.0,0.0
2026-09-02 10:30:00-04:00,2952.89990234375,2955.89990234375,2950.5,2955.39990234375,7192,0.0,0.0
2026-09-02 10:45:00-04:00,2955.300048828125,2955.39990234375,2949.300048828125,2950.60009765625,5649,0.0,0.0
2026-09-02 11:00:00-04:00,2950.60009765625,2950.800048828125,2944.699951171875,2945.699951171875,5221,0.0,0.0
2026-09-02 11:15:00-04:00,2945.800048828125,2948.199951171875,2943.800048828125,2946.10009765625,3867,0.0,0.0
2026-09-02 11:30:00-04:00,2946.300048828125,2950.5,2944.800048828125,2948.300048828125,3805,0.0,0.0
2026-09-02 11:45:00-04:00,2948.300048828125,2950.699951171875,2946.60009765625,2950.60009765625,2627,0.0,0.0
2026-09-02 12:00:00-04:00,2950.5,2951.300048828125,2948.60009765625,2951.0,2173,0.0,0.0
2026-09-02 12:15:00-04:00,2951.0,2951.199951171875,2947.60009765625,2947.89990234375,1889,0.0,0.0
2026-09-02 12:30:00-04:00,2947.800048828125,2950.60009765625,2947.699951171875,2949.89990234375,2015,0.0,0.0
2026-09-02 12:45:00-04:00,2949.89990234375,2951.10009765625,2948.199951171875,2950.800048828125,2473,0.0,0.0
2026-09-02 13:00:00-04:00,2950.699951171875,2953.60009765625,2950.699951171875,2952.89990234375,2433,0.0,0.0
2026-09-02 13:15:00-04:00,2952.89990234375,2952.89990234375,2949.89990234375,2951.199951171875,1736,0.0,0.0
2026-09-02 13:30:00-04:00,2951.199951171875,2953.10009765625,2950.60009765625,2953.10009765625,2532,0.0,0.0
2026-09-02 13:45:00-04:00,2953.10009765625,2955.300048828125,2953.10009765625,2954.60009765625,2937,0.0,0.0
2026-09-02 14:00:00-04:00,2954.60009765625,2956.699951171875,2952.60009765625,2956.10009765625,2400,0.0,0.0
2026-09-02 14:15:00-04:00,2956.199951171875,2959.5,2955.60009765625,2957.5,4060,0.0,0.0
2026-09-02 14:30:00-04:00,2957.5,2958.89990234375,2956.300048828125,2958.0,3003,0.0,0.0
2026-09-02 14:45:00-04:00,2958.0,2959.89990234375,2956.800048828125,2958.800048828125,2842,0.0,0.0
2026-09-02 15:00:00-04:00,2958.800048828125,2961.699951171875,2958.199951171875,2961.699951171875,2797,0.0,0.0
2026-09-02 15:15:00-04:00,2961.60009765625,2962.39990234375,2958.39990234375,2959.60009765625,3368,0.0,0.0
2026-09-02 15:30:00-04:00,2959.60009765625,2961.5,2958.800048828125,2961.5,4705,0.0,0.0
2026-09-02 15:45:00-04:00,2961.39990234375,2962.5,2956.39990234375,2959.60009765625,30855,0.0,0.0
2026-09-02 16:00:00-04:00,2959.5,2960.5,2958.5,2959.0,5744,0.0,0.0
2026-09-02 16:15:00-04:00,2958.800048828125,2961.10009765625,2958.5,2959.199951171875,2746,0.0,0.0
2026-09-02 16:30:00-04:00,2959.0,2959.800048828125,2958.199951171875,2959.300048828125,816,0.0,0.0
2026-09-02 16:45:00-04:00,2959.300048828125,2961.39990234375,2957.800048828125,2958.0,1729,0.0,0.0
2026-09-02 18:00:00-04:00,2957.60009765625,2959.199951171875,2955.699951171875,2959.10009765625,231,0.0,0.0
2026-09-02 18:15:00-04:00,2958.89990234375,2959.60009765625,2958.10009765625,2959.0,165,0.0,0.0
2026-09-02 18:30:00-04:00,2959.199951171875,2959.5,2958.800048828125,2959.39990234375,71,0.0,0.0
2026-09-02 18:45:00-04:00,2959.10009765625,2959.39990234375,2958.800048828125,2959.10009765625,62,0.0,0.0
2026-09-02 19:00:00-04:00,2959.39990234375,2959.5,2958.300048828125,2958.39990234375,122,0.0,0.0
2026-09-02 19:15:00-04:00,2958.5,2958.89990234375,2958.300048828125,2958.800048828125,59,0.0,0.0
2026-09-02 19:30:00-04:00,2958.699951171875,2959.300048828125,2958.699951171875,2959.300048828125,43,0.0,0.0
2026-09-02 19:45:00-04:00,2959.39990234375,2960.699951171875,2959.39990234375,2959.699951171875,78,0.0,0.0
2026-09-02 20:00:00-04:00,2959.5,2959.89990234375,2958.699951171875,2958.699951171875,213,0.0,0.0
2026-09-02 20:15:00-04:00,2958.699951171875,2958.89990234375,2957.89990234375,2958.39990234375,278,0.0,0.0
2026-09-02 20:30:00-04:00,2958.5,2958.60009765625,2957.0,2957.5,181,0.0,0.0
2026-09-02 20:45:00-04:00,2957.300048828125,2957.5,2956.199951171875,2956.5,162,0.0,0.0
2026-09-02 21:00:00-04:00,2956.39990234375,2958.5,2956.199951171875,2958.300048828125,171,0.0,0.0
2026-09-02 21:15:00-04:00,2958.39990234375,2959.800048828125,2957.5,2958.89990234375,256,0.0,0.0
2026-09-02 21:30:00-04:00,2958.89990234375,2960.199951171875,2957.800048828125,2957.800048828125,258,0.0,0.0
2026-09-02 21:45:00-04:00,2958.0,2958.5,2957.199951171875,2957.39990234375,143,0.0,0.0
2026-09-02 22:00:00-04:00,2957.39990234375,2960.0,2957.10009765625,2959.89990234375,198,0.0,0.0
2026-09-02 22:15:00-04:00,2960.0,2960.0,2958.89990234375,2959.5,65,0.0,0.0
2026-09-02 22:30:00-04:00,2959.300048828125,2960.300048828125,2959.199951171875,2959.199951171875,59,0.0,0.0
2026-09-02 22:45:00-04:00,2958.89990234375,2959.60009765625,2958.60009765625,2959.199951171875,50,0.0,0.0
2026-09-02 23:00:00-04:00,2959.199951171875,2959.89990234375,2958.89990234375,2959.39990234375,107,0.0,0.0
2026-09-02 23:15:00-04:00,2959.5,2960.699951171875,2959.39990234375,2960.5,114,0.0,0.0
2026-09-02 23:30:00-04:00,2960.5,2961.300048828125,2960.39990234375,2960.60009765625,87,0.0,0.0
2026-09-02 23:45:00-04:00,2960.199951171875,2960.60009765625,2959.800048828125,2959.800048828125,41,0.0,0.0
