Datetime,Open,High,Low,Close,Volume
2025-12-16 00:00:00-05:00,2523.9,2524.9,2523.8,2523.8,81
2025-12-16 00:15:00-05:00,2523.9,2523.9,2523.2,2523.4,19
2025-12-16 00:30:00-05:00,2522.5,2522.5,2522.0,2522.0,3
2025-12-16 00:45:00-05:00,2522.1,2522.9,2520.3,2520.3,20
2025-12-16 01:00:00-05:00,2520.4,2521.8,2519.8,2521.8,23
2025-12-16 01:15:00-05:00,2522.1,2522.7,2521.7,2522.7,8
2025-12-16 01:30:00-05:00,2521.7,2521.9,2520.4,2520.9,63
2025-12-16 01:45:00-05:00,2521.0,2521.5,2521.0,2521.4,6
2025-12-16 02:00:00-05:00,2523.0,2523.3,2522.0,2522.0,17
2025-12-16 02:15:00-05:00,2522.0,2523.0,2521.9,2522.6,37
2025-12-16 02:30:00-05:00,2521.8,2522.1,2519.2,2519.2,46
2025-12-16 02:45:00-05:00,2520.0,2523.2,2520.0,2522.6,52
2025-12-16 03:00:00-05:00,2523.7,2525.3,2523.0,2524.9,64
2025-12-16 03:15:00-05:00,2523.8,2525.3,2523.8,2524.5,53
2025-12-16 03:30:00-05:00,2524.1,2525.2,2523.8,2524.7,30
2025-12-16 03:45:00-05:00,2525.3,2527.0,2525.3,2526.8,80
2025-12-16 04:00:00-05:00,2526.6,2527.5,2525.5,2527.1,49
2025-12-16 04:15:00-05:00,2527.3,2527.3,2525.7,2525.7,34
2025-12-16 04:30:00-05:00,2526.5,2526.9,2524.2,2525.1,137
2025-12-16 04:45:00-05:00,2524.7,2524.9,2522.7,2523.2,18
2025-12-16 05:00:00-05:00,2522.9,2524.7,2522.0,2524.3,55
2025-12-16 05:15:00-05:00,2525.3,2526.9,2525.2,2526.3,26
2025-12-16 05:30:00-05:00,2526.4,2528.2,2525.5,2528.1,106
2025-12-16 05:45:00-05:00,2528.2,2528.2,2525.8,2526.2,81
2025-12-16 06:00:00-05:00,2525.6,2526.3,2525.0,2525.5,71
2025-12-16 06:15:00-05:00,2526.1,2527.0,2526.1,2526.7,14
2025-12-16 06:30:00-05:00,2526.7,2529.2,2526.5,2528.9,41
2025-12-16 06:45:00-05:00,2529.3,2530.7,2528.6,2530.4,47
2025-12-16 07:00:00-05:00,2530.2,2532.0,2529.9,2531.6,134
2025-12-16 07:15:00-05:00,2531.4,2532.0,2530.3,2531.3,61
2025-12-16 07:30:00-05:00,2531.4,2532.3,2530.9,2531.3,67
2025-12-16 07:45:00-05:00,2531.5,2532.0,2530.4,2531.1,115
2025-12-16 08:00:00-05:00,2531.1,2531.7,2530.3,2531.3,88
2025-12-16 08:15:00-05:00,2531.5,2533.2,2530.1,2532.5,91
2025-12-16 08:30:00-05:00,2532.6,2546.0,2529.3,2529.3,1419
2025-12-16 08:45:00-05:00,2529.8,2533.5,2529.4,2531.4,347
2025-12-16 09:00:00-05:00,2531.5,2533.2,2529.3,2532.1,1134
2025-12-16 09:15:00-05:00,2531.0,2533.8,2525.4,2526.4,372
2025-12-16 09:30:00-05:00,2526.6,2541.2,2525.5,2530.5,2007
2025-12-16 09:45:00-05:00,2531.8,2544.3,2527.0,2535.4,2191
2025-12-16 10:00:00-05:00,2535.3,2539.3,2529.4,2530.6,921
