Datetime,Open,High,Low,Close,Volume
2024-12-06 00:00:00-05:00,44826.0,44826.0,44820.0,44824.0,52
2024-12-06 00:15:00-05:00,44824.0,44827.0,44818.0,44824.0,59
2024-12-06 00:30:00-05:00,44824.0,44825.0,44816.0,44817.0,36
2024-12-06 00:45:00-05:00,44816.0,44825.0,44815.0,44825.0,26
2024-12-06 01:00:00-05:00,44825.0,44833.0,44825.0,44828.0,85
2024-12-06 01:15:00-05:00,44828.0,44837.0,44828.0,44834.0,52
2024-12-06 01:30:00-05:00,44835.0,44837.0,44832.0,44834.0,74
2024-12-06 01:45:00-05:00,44834.0,44838.0,44831.0,44831.0,123
2024-12-06 02:00:00-05:00,44833.0,44843.0,44833.0,44843.0,155
2024-12-06 02:15:00-05:00,44843.0,44846.0,44840.0,44840.0,89
2024-12-06 02:30:00-05:00,44837.0,44838.0,44829.0,44830.0,93
2024-12-06 02:45:00-05:00,44831.0,44846.0,44830.0,44846.0,236
2024-12-06 03:00:00-05:00,44846.0,44856.0,44836.0,44850.0,303
2024-12-06 03:15:00-05:00,44849.0,44859.0,44842.0,44857.0,163
2024-12-06 03:30:00-05:00,44857.0,44867.0,44852.0,44862.0,217
2024-12-06 03:45:00-05:00,44862.0,44868.0,44851.0,44856.0,238
2024-12-06 04:00:00-05:00,44856.0,44858.0,44824.0,44834.0,481
2024-12-06 04:15:00-05:00,44835.0,44852.0,44823.0,44845.0,419
2024-12-06 04:30:00-05:00,44848.0,44856.0,44838.0,44854.0,233
2024-12-06 04:45:00-05:00,44855.0,44863.0,44849.0,44850.0,226
2024-12-06 05:00:00-05:00,44852.0,44854.0,44840.0,44841.0,211
2024-12-06 05:15:00-05:00,44841.0,44856.0,44841.0,44854.0,128
2024-12-06 05:30:00-05:00,44852.0,44864.0,44849.0,44855.0,163
2024-12-06 05:45:00-05:00,44854.0,44856.0,44823.0,44825.0,342
2024-12-06 06:00:00-05:00,44827.0,44839.0,44824.0,44824.0,231
2024-12-06 06:15:00-05:00,44824.0,44828.0,44805.0,44815.0,196
2024-12-06 06:30:00-05:00,44814.0,44830.0,44813.0,44821.0,141
2024-12-06 06:45:00-05:00,44820.0,44838.0,44818.0,44836.0,262
2024-12-06 07:00:00-05:00,44835.0,44839.0,44826.0,44837.0,300
2024-12-06 07:15:00-05:00,44838.0,44848.0,44829.0,44844.0,261
2024-12-06 07:30:00-05:00,44843.0,44843.0,44828.0,44831.0,287
2024-12-06 07:45:00-05:00,44832.0,44836.0,44821.0,44822.0,419
2024-12-06 08:00:00-05:00,44823.0,44830.0,44807.0,44813.0,312
2024-12-06 08:15:00-05:00,44812.0,44822.0,44799.0,44816.0,512
2024-12-06 08:30:00-05:00,44815.0,44945.0,44777.0,44912.0,2752
2024-12-06 08:45:00-05:00,44914.0,44926.0,44888.0,44910.0,875
2024-12-06 09:00:00-05:00,44909.0,44949.0,44909.0,44949.0,696
2024-12-06 09:15:00-05:00,44949.0,44954.0,44905.0,44936.0,1605
2024-12-06 09:30:00-05:00,44936.0,44984.0,44901.0,44912.0,6750
2024-12-06 09:45:00-05:00,44912.0,44955.0,44883.0,44909.0,4307
2024-12-06 10:00:00-05:00,44916.0,44927.0,44846.0,44859.0,4251
2024-12-06 10:15:00-05:00,44860.0,44921.0,44845.0,44901.0,2882
2024-12-06 10:30:00-05:00,44900.0,44904.0,44858.0,44864.0,2356
2024-12-06 10:45:00-05:00,44865.0,44913.0,44854.0,44904.0,1639
2024-12-06 11:00:00-05:00,44906.0,44910.0,44809.0,44815.0,2537
2024-12-06 11:15:00-05:00,44813.0,44827.0,44746.0,44789.0,3501
2024-12-06 11:30:00-05:00,44790.0,44817.0,44774.0,44817.0,2165
2024-12-06 11:45:00-05:00,44817.0,44819.0,44781.0,44792.0,1210
2024-12-06 12:00:00-05:00,44794.0,44796.0,44700.0,44723.0,2679
2024-12-06 12:15:00-05:00,44721.0,44751.0,44715.0,44730.0,1303
2024-12-06 12:30:00-05:00,44731.0,44734.0,44693.0,44725.0,1304
2024-12-06 12:45:00-05:00,44726.0,44728.0,44701.0,44714.0,1226
2024-12-06 13:00:00-05:00,44712.0,44786.0,44708.0,44764.0,1995
2024-12-06 13:15:00-05:00,44766.0,44799.0,44751.0,44757.0,1332
2024-12-06 13:30:00-05:00,44755.0,44758.0,44711.0,44717.0,1600
2024-12-06 13:45:00-05:00,44717.0,44755.0,44717.0,44739.0,869
2024-12-06 14:00:00-05:00,44739.0,44748.0,44686.0,44700.0,1369
2024-12-06 14:15:00-05:00,44700.0,44700.0,44664.0,44680.0,1105
2024-12-06 14:30:00-05:00,44680.0,44698.0,44660.0,44697.0,1622
2024-12-06 14:45:00-05:00,44699.0,44713.0,44682.0,44690.0,1281
2024-12-06 15:00:00-05:00,44689.0,44712.0,44675.0,44708.0,1135
2024-12-06 15:15:00-05:00,44710.0,44712.0,44683.0,44703.0,1147
2024-12-06 15:30:00-05:00,44702.0,44703.0,44682.0,44688.0,1100
2024-12-06 15:45:00-05:00,44688.0,44718.0,44688.0,44699.0,4023
2024-12-06 16:00:00-05:00,44698.0,44709.0,44690.0,44698.0,1571
2024-12-06 16:15:00-05:00,44698.0,44700.0,44682.0,44686.0,244
2024-12-06 16:30:00-05:00,44687.0,44696.0,44682.0,44693.0,230
2024-12-06 16:45:00-05:00,44691.0,44698.0,44689.0,44694.0,174
